Generated by Ultimate_GMS2_Decompiler_v3.csx
1932 - spr_buttonReverting
1933 - spr_confectitaunt
1934 - bg_fudgetop3_skyscroll1escape
1935 - spr_metalblockEscape_Debris
1936 - bg_sucrose_cave1
1937 - bg_exitwaylighthouseE
1938 - spr_minipillarsleepSlope
1939 - bg_fudgetop3_mountainescape
1940 - spr_minecartend
1941 - spr_pummeleffect1
1942 - spr_confectiboxopen
1943 - bgwafer_escape3
1944 - spr_pizzano_rankD
1945 - spr_clutterBlockade
1946 - spr_painter_dashstart2
1947 - spr_chocofrogbigdead
1948 - spr_sourcombo_boil
1949 - spr_highjumpcloud1
1950 - bg_thumbnail_steamy
1951 - spr_pizzano_parry1
1952 - spr_creamthief_grabbing
1953 - spr_phone
1954 - bg_tutorial2_1
1955 - spr_pizzano_walk
1956 - bg_sucrosebg3
1957 - spr_player_splat
1958 - spr_snowclouddiveboil
1959 - bg_mines1_escape
1960 - spr_badmarsh_sleep
1961 - spr_elevator
1962 - spr_pizzano_kungfu3
1963 - spr_player_climbceilingmach2
1964 - spr_lappingportal_enter
1965 - spr_juicescared
1966 - spr_lighthole
1967 - spr_gumspitter_scared
1968 - bg_fudgetop3_skyscroll1
1969 - spr_janitor2_idle
1970 - spr_coneboy_jumpheadless
1971 - spr_creamthief_fall
1972 - spr_pattern8
1973 - spr_rankbubble_d
1974 - spr_minecartdebris
1975 - spr_combometer_cut
1976 - spr_pizzytv_escape7
1977 - spr_waferbg2parallaxsky
1978 - spr_spraydrift
1979 - bg_temple2_1
1980 - spr_clutterBarrel
1981 - spr_spraypizzano
1982 - spr_candy_taunt
1983 - spr_lappingportal_idle
1984 - spr_creamthief_victory
1985 - Sprite1748
1986 - bg_entrywayLighthouse
1987 - spr_cardboardpillaroff
1988 - spr_coneboy_fall
1989 - spr_movingPlatform
1990 - pal_bear
1991 - spr_player_skatewalljump
1992 - spr_NULLgate
1993 - spr_icefloor_placehold
1994 - spr_pizzanotv_croaked
1995 - spr_pizzytv_confecti5
1996 - spr_molassesgoop
1997 - spr_treasure_estate
1998 - entryway_endroomescape5
1999 - spr_pizzytvmach3
2000 - bg_exitwaylighthousebottom
2001 - bg_exitwaygraffitiwallE
2002 - bg_exitwaygraffitiwall
2003 - bg_exitwaylighthousebottomE
2004 - spr_sucrose_startgatebg
2005 - bg_fudgetop3_foreground
2006 - bg_exitwaycity
2007 - spr_minesdestroyablewall
2008 - spr_snowclouddead
2009 - spr_molassesbgpara5
2010 - spr_gumbob_idle
2011 - spr_orangebox
2012 - spr_metaldebrishard
2013 - spr_guard
2014 - bg_sucrose_caverain
2015 - spr_imsotiredifyourereadingthis
2016 - bg_escapebuildingsentryway2
2017 - spr_coneboy_spitair
2018 - bg_estate1ground2E
2019 - spr_coneboy_idleheadless
2020 - bg_labpipes
2021 - spr_coneswitch_transtoON
2022 - spr_fontcandle
2023 - spr_rudejanitor_panicidle
2024 - bg_danceoff3_7
2025 - bg_danceoff3_2
2026 - bg_martianSky
2027 - spr_player_groundpoundprep
2028 - spr_rankbubble_bfilled
2029 - _filter_distort_smoothnoise
2030 - _filter_heathaze_noise_sprite
2031 - _effect_windblown_particles_leaf_sprite
2032 - spr_Fire
2033 - spr_Electricity1
--------------------- OBJECTS ---------------------
0 - obj_talisman
1 - obj_minedummycart
2 - obj_doorS
3 - obj_pizzanotrap_bomb
4 - obj_fire_aftereffect
5 - obj_snowgustfridge
6 - obj_lap2visual
7 - obj_tutorialtrap
8 - obj_achievememtMarker
9 - obj_guardhitbox
10 - obj_ridetest3
11 - obj_candle_bg
12 - obj_ridetest
13 - obj_ufo_dead
14 - obj_pass
15 - obj_gnome
16 - obj_teleporter
17 - obj_honeyslime
18 - obj_bottlerocket
19 - obj_icescreamer_cone
20 - obj_dragonfire
21 - obj_gnomeTNTBlock
22 - obj_secret_cutoff
23 - obj_cottonplatform_tiled
24 - obj_molassesWall
25 - obj_bombexplosionconeboy
26 - obj_deeznut
27 - obj_wafercountdown
28 - obj_secretdestroyable_bigPoint
29 - obj_flingFrog
30 - obj_NULLgate
31 - obj_disco_blockon
32 - obj_confectitaunt
33 - obj_candifiedeffect1
34 - obj_titlecard
35 - obj_dragon
36 - obj_costumerdoor
37 - obj_timetrialsign
38 - obj_sugarrush
39 - obj_ridetest2
40 - obj_geyserCutscene
41 - obj_traingo
42 - obj_coneblock_on
43 - obj_mini
44 - obj_speaker
45 - obj_creamtheifOLD
46 - obj_secretdestroyable_tiles2
47 - obj_playerhat
48 - obj_sluggyhitbox
49 - obj_molasseswater
50 - obj_paintercheapshot
51 - obj_boner
52 - obj_telespitfx
53 - obj_hookstopOLD
54 - obj_tiledestroy
55 - obj_spitwad
56 - obj_teakettle
57 - obj_waferdestroyable
58 - obj_melon
59 - obj_forkhitbox411
60 - obj_fakeharrydead
61 - obj_lapjanitor
62 - obj_beatblockController
63 - obj_sluggyparry
64 - obj_iceblockdoor
65 - obj_supertaunteffect
66 - obj_parentparticle_1
67 - group_collision
68 - obj_painter
69 - obj_memLeak
70 - obj_seacreamgoop
71 - obj_bigcollect
72 - obj_talkto
73 - obj_playerreset
74 - obj_doorP
75 - obj_emitter
76 - obj_hook
77 - obj_rpc
78 - obj_baddieangrycloud
79 - obj_jukebox
80 - obj_npc
81 - obj_leafplatform
82 - obj_debug_text
83 - object_1
84 - obj_prompttrigger
85 - obj_hotbutter
86 - obj_pizzano_spawner
87 - obj_timesup
88 - obj_lightsource
89 - obj_flamecloud
90 - par_clutterDestroyable
91 - obj_baddieDespawner
92 - obj_creamThiefJumpTrigger
93 - obj_minecartRail_Slope
94 - obj_supertaunthitbox
95 - obj_ufo
96 - obj_grindRail_Slope
97 - obj_minipopcorn
98 - obj_alarmedenemyspawner
99 - obj_scootercutscene
100 - obj_onewaysolid
101 - Object367
102 - obj_googlyjuice
103 - obj_smallnumber
104 - obj_cameraRegion
105 - obj_candysona
106 - obj_coneboycostume
107 - obj_eventtrigger
108 - obj_disclaimer
109 - obj_painter_lungebox
110 - obj_bigcherry
111 - obj_confectiboxOLD
112 - obj_wow
113 - obj_Options_Main
114 - obj_minipillarsleepcardboard
115 - obj_NOTgate
116 - obj_tutorialsign
117 - obj_minecartRail
118 - obj_gigacherrydead
119 - obj_doortrigger_parent
120 - obj_secretwall
121 - obj_secretdestroyable_tiles3
122 - obj_tvtexttrigger
123 - obj_metalblockufo
124 - obj_secretdebris
125 - obj_honeypanel
126 - obj_bee
127 - obj_button
128 - obj_screen
129 - obj_pickaxeprojectile
130 - obj_gumbobprojectile
131 - obj_giantcollect
132 - obj_whipcreamcan
133 - obj_creamThiefTauntTrigger
134 - obj_painterOLD
135 - obj_dragonfireSpawner
136 - obj_pummeldim
137 - obj_metalblockHARD
138 - obj_afterimagecontroller
139 - obj_baddiesolid
140 - obj_chocofrogsmall_tumble
141 - obj_milkblock
142 - obj_disco_toggle
143 - obj_bigSlipperyiceblock
144 - obj_secrettreasure
145 - obj_collectablebox
146 - obj_screenwrap
147 - obj_throwablebomb
148 - obj_cultist
149 - obj_hubspeaker
150 - obj_conekittydebris
151 - obj_watercurrent
152 - obj_slopePlatform
153 - obj_bombexplosionharmless
154 - obj_musicLoopManager
155 - group_all
156 - obj_janitorDoor
157 - obj_paintwitchproj
158 - obj_whipcreamplatform
159 - par_aftereffect
160 - obj_tauntafterimage
161 - obj_escaperosette
162 - obj_rosette
163 - rousrDissonance
164 - obj_milkdunk
165 - obj_marshmallowSpring
166 - obj_mintsplosion
167 - obj_sidePlatform
168 - obj_coneball
169 - obj_doorE
170 - obj_grate
171 - obj_baddiespawner
172 - obj_candifiedeffect2
173 - obj_sourbuddy
174 - obj_forkhitbox372
175 - obj_movingPlatform
176 - obj_poofeffectsmall
177 - obj_secretfound
178 - obj_eyescreammine
179 - obj_collectableboxtrigger
180 - obj_coneboyswordhitbox
181 - obj_chocofrog_tumble
182 - obj_file1
183 - obj_palettechanger
184 - obj_iceblock
185 - obj_combotitle
186 - obj_spraydebris
187 - obj_buttonTimed
188 - Object522
189 - obj_doggy
190 - obj_snowcrown
191 - obj_coneblock_switch
192 - obj_destroyable2_bigEscape
193 - obj_forkhitbox189
194 - obj_keydoorclock
195 - obj_destroyable3_hard
196 - obj_lapjanitor_CutscenePointer
197 - obj_fetchquest2
198 - obj_cookiemount
199 - obj_collectEscape
200 - obj_beeblock
201 - obj_conedrone
202 - obj_XORgate
203 - obj_gumballoon
204 - obj_ranksign
205 - obj_forcetransfo
206 - obj_juicedebris
207 - obj_gumslime_proj
208 - par_collision
209 - obj_secretwall_manager
210 - obj_minipillarsleepSlope
211 - obj_ANDgate
212 - obj_sludge
213 - obj_lapPortalexit
214 - obj_thundercloudprojectile
215 - obj_discoball
216 - obj_secretdestroyable_tiles5
217 - obj_coneboyhead
218 - obj_teakettle_gas
219 - obj_afterimageoutward
220 - obj_martianGoo
221 - obj_iceblockbutton
222 - obj_doorD
223 - obj_minipillarwokeSlope
224 - obj_beesoldier
225 - obj_bigladder
226 - obj_waterfaucet
227 - obj_hubelevator
228 - obj_file2
229 - obj_snowpoofeffect
230 - obj_creamThiefLoseTrigger
231 - obj_icescreamer
232 - obj_rudejanitor_collect
233 - obj_babybear
234 - obj_movingPlatformTrigger
235 - obj_secretdestroyable_big_hard
236 - obj_popcornmini
237 - obj_martianspike
238 - obj_minesWall
239 - obj_froth
240 - obj_creamThiefGrabTrigger
241 - obj_secretPortal
242 - obj_taunttimer
243 - obj_siren
244 - obj_coneboyjuice
245 - obj_dancenote
246 - obj_lolipopminer
247 - obj_verify
248 - obj_donutThrowable
249 - obj_ORgate
250 - obj_icedummy
251 - obj_pizzanotrap_disco
252 - obj_hookOLD
253 - obj_secretbreakable
254 - obj_bosscontroller
255 - obj_eventtrigger327
256 - obj_icyWall
257 - obj_tauntaftereffectspawner
258 - obj_secretdestroyable_big
259 - obj_guard
260 - obj_bigcollectEscape
261 - obj_file3
262 - obj_erasefile
263 - obj_minigameball
264 - obj_seacreamgoop_floor
265 - obj_ramp
266 - obj_bombexplosionharmful
267 - obj_pizzanotrap_parent
268 - obj_lapjanitor_collect
269 - obj_shootemupbrick
270 - obj_eyescream
271 - obj_popCherryRock
272 - obj_mintsplosion_bomb
273 - obj_optionsOLD
274 - obj_geyservertical
275 - obj_palettechangerscrollbar
276 - obj_noticeeffect
277 - obj_piledrivereffect
278 - obj_minipillaractivecardboard
279 - obj_shell
280 - obj_collecteffect
281 - obj_rank
282 - obj_beemissile
283 - obj_baddieDeadGUI
284 - obj_trainSlowDownTrigger
285 - obj_layerSwitcherVent
286 - obj_pizzano_dance
287 - obj_clutterCone
288 - obj_clutterTrash
289 - obj_destroyableEscape
290 - obj_minecart
291 - obj_bangeffectfront
292 - obj_plant
293 - obj_bossstuffhandler
294 - obj_donutSlammable
295 - obj_ufoBattery
296 - par_confecti
297 - obj_waferdestroyableBig
298 - obj_creamThief
299 - obj_dialogueOLD
300 - obj_ufopowercell
301 - obj_vertical_hallway
302 - obj_gmlive
303 - obj_pizzanotrap_enemy
304 - obj_spookey
305 - obj_checkpoint
306 - obj_secret_tiles
307 - obj_cherrycardboard
308 - par_logicobjects
309 - obj_icontracker
310 - obj_preinitializer
311 - par_door
312 - obj_gate
313 - obj_geyserstop
314 - obj_Options_Video
315 - obj_clutterBlockade
316 - obj_rockcutscene
317 - obj_panicchanger
318 - obj_candysona_giver
319 - obj_npcOLD
320 - obj_icewall
321 - obj_hookstop
322 - obj_donutShitterOLD
323 - obj_stinger
324 - obj_drawcontroller
325 - obj_dialogue_choices
326 - obj_metalblockEscape
327 - par_follower
328 - obj_heataftereffect
329 - obj_initializer
330 - obj_bggear
331 - obj_pillarenem
332 - obj_destroyable2Escape
333 - obj_techdiff
334 - obj_donutShitted
335 - obj_gamepadder
336 - obj_honeyslimedrop
337 - obj_confectibox
338 - obj_grindRail
339 - obj_baddietaunteffect
340 - obj_babybeardebris
341 - obj_spitoutenemy
342 - obj_mainfartselect
343 - obj_flyingguard
344 - obj_dialogue
345 - obj_real
346 - obj_user
347 - obj_spookey_collect
348 - obj_locorice
349 - obj_Options_Audio
350 - obj_secretPortalexit
351 - obj_cardboardgummy
352 - obj_outpostguard
353 - obj_rocketdud
354 - obj_trainSpeedUpTrigger
355 - obj_snowwalkparticles
356 - obj_eskimoprojectile
357 - obj_creditsdoor
358 - obj_molassesGround
359 - obj_secretdestroyable
360 - obj_pizzanodebris
361 - obj_camera
362 - obj_tv
363 - obj_bomb
364 - obj_popcornbag
365 - obj_shake
366 - obj_jellyswitch
367 - obj_solid
368 - obj_gummyharry
369 - obj_backtostart
370 - obj_player
371 - obj_lighting
372 - obj_music
373 - obj_grindeffect
374 - obj_rankOLD
375 - obj_pause
376 - obj_pausefadeout
377 - obj_jerald
378 - obj_slaphitbox
379 - obj_swordhitbox
380 - obj_tasershockwave
381 - obj_baddie
382 - obj_baddiecollisionbox
383 - obj_painter_paintball
384 - obj_rotatingdonutShitterOLD
385 - obj_baddieDead
386 - obj_slimedead
387 - obj_gumslime
388 - obj_gumballmachine
389 - obj_seacreamboard
390 - obj_gumball
391 - obj_creamThiefTurnTrigger
392 - obj_knight
393 - obj_hurtbox
394 - obj_forkhitbox
395 - obj_swedishfish
396 - obj_cottonwitch
397 - obj_whipcreamcap
398 - obj_cottonwitchprojectile
399 - obj_coneboy
400 - par_donut
401 - obj_charcherry
402 - obj_puddle
403 - obj_officerwhoopiepie
404 - obj_applejim
405 - obj_applejimbomb
406 - obj_baddiespawnerOLD
407 - obj_introVideo
408 - obj_poofeffect
409 - obj_playerhatselect
410 - obj_slidecloud
411 - obj_rudejanitor
412 - obj_crazyrunothereffect
413 - obj_fadeout
414 - obj_20
415 - obj_speedlines
416 - obj_punchdust
417 - obj_jumpdust
418 - obj_bulletimpact
419 - obj_bombexplosion
420 - obj_destroyable3Escape
421 - obj_panicPortal
422 - obj_roomnames
423 - obj_bombexplosioncherry
424 - obj_bumpeffect
425 - obj_devilboy
426 - obj_bestiary
427 - obj_danceoffprank
428 - obj_mach3effect
429 - obj_secretdestroyable_metal
430 - obj_crazyruneffect
431 - obj_keyeffect
432 - Object526
433 - obj_angrycloud
434 - obj_sweat
435 - par_collect
436 - obj_80
437 - obj_slimedebris
438 - obj_explosioneffect
439 - obj_dashcloud
440 - obj_credits
441 - obj_uparrow
442 - obj_highjumpcloud2
443 - obj_parentparticle
444 - obj_baddiegibs
445 - obj_stompeffect
446 - obj_40
447 - obj_taunteffect
448 - obj_machalleffect
449 - obj_gmliveblank
450 - obj_icyGround
451 - obj_superdashcloud
452 - obj_bangeffect
453 - obj_tile_swapper_start
454 - obj_boxxeddebris
455 - obj_chargeeffect
456 - obj_sourbuddiescreator
457 - obj_slapstar
458 - obj_cloudeffect
459 - obj_landcloud
460 - obj_tile_swapper_end
461 - obj_parallax
462 - obj_destructibleplatform
463 - obj_coneblock_off
464 - obj_noisecrusher
465 - obj_30
466 - obj_spikehurteffect
467 - obj_10
468 - obj_enemybird
469 - obj_firelantern
470 - obj_lock
471 - obj_pizzanoswittcher
472 - obj_groundpoundeffect
473 - obj_slope
474 - obj_hallway
475 - obj_actor
476 - obj_boxofpizza
477 - obj_doorA
478 - obj_doorB
479 - obj_conekitty
480 - obj_doorC
481 - obj_coneballOLD
482 - obj_secretdestroyable_tiles4
483 - obj_slipperyiceblock
484 - obj_lapPortal
485 - obj_confectimallow
486 - obj_confectichoco
487 - obj_confecticrack
488 - obj_confecticandy
489 - obj_confectiworm
490 - obj_movingPlatform_attach
491 - obj_exitgate
492 - obj_harrydead
493 - obj_minipillarwoke
494 - obj_minipillarsleep
495 - obj_endlevelfade
496 - obj_pickaxe
497 - obj_cotton_aftereffect
498 - obj_watertop
499 - obj_bushdisguise
500 - obj_chocofrogsmall
501 - obj_hotcaramel
502 - obj_kunghitbox
503 - obj_trainTurnTrigger
504 - obj_superspring
505 - obj_trainjump
506 - obj_traindestroy
507 - obj_key
508 - obj_chocofrog
509 - obj_grabbiehand
510 - obj_platform
511 - obj_train
512 - obj_collect
513 - obj_cottonplatform
514 - obj_cottoncreator
515 - obj_fizz
516 - obj_checkpoint_invis
517 - obj_keydoor
518 - obj_ladder
519 - obj_cutsceneManager
520 - obj_beatblock_off
521 - obj_railh
522 - obj_charger
523 - obj_railh2
524 - obj_eskimo
525 - obj_exitdoorsign
526 - obj_fallingPlatform
527 - obj_destructibles
528 - obj_bombblockdebris
529 - obj_beatblock_on
530 - obj_destroyable
531 - obj_destroyable2
532 - obj_debris
533 - obj_debris2
534 - obj_bigdestructibles
535 - obj_creamThiefGoTrigger
536 - obj_destroyable3
537 - obj_waferdestroydebris
538 - obj_oneway
539 - obj_destroyable2_big
540 - obj_metalblock
541 - obj_metaldebris
542 - obj_cane
543 - obj_spike
544 - obj_coneboyprojectile
545 - obj_door
546 - obj_sweetwater
547 - obj_cagedebris
548 - obj_bombspawner
549 - obj_lapdoor
550 - obj_npcOLDOLD
551 - obj_collectslice
552 - obj_painterbomb
553 - obj_railv
554 - obj_pizzaloss
555 - obj_dashpad
556 - obj_stylebar
557 - obj_givedoggy
558 - obj_escapetest
559 - obj_pizzano_trapbomb
560 - obj_startgate
561 - obj_conedroneprojectile
562 - obj_onewaywatersolid
563 - obj_taserhitbox
564 - obj_doorblocked
565 - obj_palletteswapper
566 - obj_baddiethrow
567 - obj_null
568 - obj_statezero
569 - obj_attack_aftereffect
570 - obj_noisesatellite
571 - Object581
572 - obj_disco_block
573 - obj_boss
574 - par_boss
575 - obj_saveroom
576 - obj_pizzaball
577 - obj_bombblock
578 - obj_player2
579 - obj_parryhitbox
580 - obj_palexample
581 - obj_crackerkicker
582 - obj_rotatingPlatform
583 - obj_disappearingblock
584 - obj_crackerkicker_kickhitbox
585 - obj_Options_Input
586 - obj_combomodestarter
587 - obj_donutChomper
588 - obj_geyserspawner
589 - obj_clutterBarrel
590 - obj_sluggy
591 - obj_secretdestroyable_Point
592 - obj_coneprojectile
593 - obj_debrisgroup
594 - obj_timeattackdoor
---------------------- ROOMS ----------------------
0 - rm_preinitializer
1 - rm_initializer
2 - realtitlescreen
3 - devroom
4 - outer_room1
5 - tutorial_1
6 - hudtest
7 - palroom
8 - rank_room
9 - timesuproom
10 - showcase_room
11 - entryway_1
12 - entryway_2
13 - entryway_3
14 - entryway_4
15 - entryway_5
16 - entryway_6
17 - entryway_7
18 - entryway_8
19 - entryway_9
20 - entryway_11
21 - entryway_secret_1
22 - entryway_secret_2
23 - entryway_secret_3
24 - steamy_1
25 - steamy_2
26 - steamy_3
27 - steamy_4
28 - steamy_5
29 - steamy_6
30 - steamy_8
31 - steamy_9
32 - steamy_10
33 - steamy_11
34 - steamy_11_1
35 - steamy_12
36 - steamy_13
37 - steamy_14
38 - steamy_secret_1
39 - steamy_secret_2
40 - steamy_secret_3
41 - steamy_secret_4
42 - molasses_1
43 - molasses_2
44 - molasses_3
45 - molasses_4
46 - molasses_5
47 - molasses_6
48 - molasses_7
49 - molasses_8
50 - molasses_9
51 - molasses_10
52 - molasses_11
53 - molasses_12
54 - molasses_secret_1
55 - molasses_secret_3
56 - molasses_secret_2
57 - rm_luigisawesometestingroom
58 - traintest
59 - scootercutsceneidk
60 - outer_room2
61 - entryway_10
62 - rm_blank
63 - rm_missing
64 - molasses_8b
65 - molasses_13
66 - hub_w1
67 - mines_1
68 - mines_2
69 - mines_3
70 - mines_4
71 - mines_5
72 - mines_secret_1
73 - mines_secret_2
74 - mines_14
75 - secrets_await
76 - molasses_2b
77 - mines_6
78 - mines_7
79 - mines_8B
80 - mines_9
81 - mines_8
82 - mines_10
83 - mines_secret_3
84 - mines_11
85 - mines_12
86 - mines_13
87 - minigame_testing
88 - rm_verify
89 - molasses_6c
90 - molasses_6d
91 - molasses_6b
92 - rm_credits
93 - room_gmliveblank
94 - dragonlair_1
95 - dragonlair_2
96 - dragonlair_3
97 - dragonlair_4
98 - dragonlair_5
99 - dragonlair_7
100 - dragonlair_8
101 - steamy_treasure
102 - testroom
103 - mountain_1
104 - mountain_2
105 - mountain_3
106 - mountain_secret_1
107 - mountain_5
108 - mountain_4
109 - mountain_6
110 - mountain_7
111 - mountain_secret_2
112 - mountain_8
113 - mountain_9
114 - mountain_secret_3
115 - mountain_10
116 - mountain_11
117 - dragonlair_6
118 - dragonlair_9
119 - hub_hallway
120 - hub_shop1
121 - hub_w2
122 - hub_shop2
123 - mountain_escape1
124 - mountain_escape2
125 - dance_1
126 - dance_4
127 - steamy_7
128 - exitway_secret_1
129 - exitway_4
130 - hub_basement
131 - dance_7
132 - dance_10
133 - dance_9
134 - sucrose_2
135 - exitway_1
136 - exitway_2
137 - exitway_3
138 - dance_escape1
139 - try4
140 - sucrose_3
141 - sucrose_4
142 - sucrose_5
143 - sucrose_6
144 - sucrose_7
145 - sucrose_1
146 - sucrose_2_1
147 - sucrose_8
148 - sucrose_8_1
149 - dance_11
150 - dance_secret1
151 - dance_secret2
152 - dance_secret3
153 - entryway_portal
154 - steamy_sideroom
155 - steamy_portal
156 - sucrose_6_1
157 - sucrose_10
158 - entryway_treasure
159 - molasses_treasure
160 - mines_treasure
161 - fudge_1
162 - rm_zetrare
163 - sucrose_secret1
164 - sucrose_portal
165 - rm_painter
166 - rm_painterarena
167 - sucrose_treasure
168 - sucrose_secret3
169 - sucrose_secret2
170 - dance_treasure
171 - mountain_intro
172 - mountain_3b
173 - fudge_2
174 - fudge_3
175 - fudge_4
176 - fudge_5
177 - rm_titlecard
178 - rm_newmechanics
179 - rm_introVideo
180 - rm_creamthief
181 - mountain_secret_plaza2
182 - dance_3
183 - mountain_treasure
184 - Room217
185 - sucrose_11
186 - dance_2
187 - dance_5
188 - dance_6
189 - sucrose_9
190 - dance_8
191 - estate_1
192 - estate_2
193 - estate_3
194 - mineshaft_1
195 - mineshaft_2
196 - mineshaft_3
197 - estate_4B
198 - estate_secret1
199 - estate_4
200 - sucrose_10_1
201 - estate_5
202 - tutorial_2
203 - rm_disclaimer
204 - tutorial_3
205 - estate_6
206 - estate_6B
207 - hub_w1old
208 - dance_pillar
209 - estate_7
210 - estate_8
211 - estate_9
212 - estate_8B
213 - estate_secret2
214 - bee_1
215 - bee_2
216 - bee_3
217 - dance_escape2
218 - dance_escape3
219 - dance_portal
220 - estate_treasure
221 - estate_secret3
222 - bee_4
223 - bee_5
224 - bee_6
225 - bee_7
226 - bee_8
227 - estate_6C
228 - bee_9
229 - bee_10
230 - bee_11
231 - bee_12
232 - bee_secret_1
233 - estate_4C
234 - bee_secret_2
235 - bee_escape1
236 - bee_escape2
237 - bee_secret_3
238 - estate_dog
239 - mine_1
240 - mine_2
241 - bee_treasure
242 - bee_11B
--------------------- SOUNDS ---------------------
0 - mu_entryway_title
1 - mu_rankd
2 - sfx_kungfuair
3 - mu_rankb
4 - mu_dance2
5 - mu_dragonlair
6 - mu_rankp
7 - mu_swamp2
8 - sfx_combovoice3n
9 - sound_taunt5
10 - mu_hubw2
11 - sound_taunt7
12 - mu_pause
13 - sfx_frogDeath
14 - sfx_siren
15 - sound_bump
16 - sfx_combovoice6p
17 - sound_tauntpizzano2
18 - mu_swampsecret
19 - sfx_bloop2
20 - mu_martian_greenhouse
21 - sfx_scream3
22 - sfx_coneboyswallow
23 - sound_taunt6
24 - mu_cotton_title
25 - sound_killenemy
26 - sfx_spamton
27 - sfx_combovoice5n
28 - sfx_scream4
29 - sound_rollgetup
30 - sound_tauntpizzano6
31 - sfx_cottonjump
32 - mu_lap
33 - sfx_cottondoublejump
34 - sfx_combovoice5p
35 - mu_bee_title
36 - mu_pizzanosecret
37 - sound_break
38 - sound_killingblow
39 - mu_mineshaft1
40 - sfx_combovoice2n
41 - sfx_switch
42 - mu_gummyharry
43 - mu_martian
44 - mu_ranks
45 - sound_taunt2
46 - mu_painter
47 - sfx_scratch
48 - sfx_propeller
49 - sfx_cottongone
50 - mu_dance
51 - sound_dashpad
52 - sfx_pausestart
53 - mu_sucrose
54 - sound_bigescapeclock
55 - sfx_combovoice6n
56 - mu_mines_title
57 - sound_punch
58 - sound_metaldestroy
59 - mu_exitway
60 - sfx_thunderstruck
61 - mu_dancesecret
62 - sound_toppinlost
63 - mu_pizzanoescape
64 - sound_tauntpizzano7
65 - sfx_combovoice2p
66 - sfx_scream2
67 - sfx_coneballrain
68 - mu_bee
69 - snd_testdialog
70 - sound_gotsupertaunt
71 - mu_swamp1
72 - sound_unlockingdoor
73 - sound_becomeknight
74 - sound_combo1
75 - sfx_combovoice3p
76 - sound_combo2
77 - sound_combo3
78 - sound_combo4
79 - sound_dash1
80 - mu_sucroseintro
81 - sound_dash2
82 - sound_destroyblock1
83 - sound_destroyblock2
84 - sound_enemyslap
85 - sound_enemystomp
86 - sound_enemythrow
87 - sound_explosion
88 - mu_paletteselect
89 - sound_firstescapetheme
90 - sound_jump
91 - sfx_cottonattack
92 - sound_losetransformation
93 - sound_machroll
94 - sound_stamp
95 - sound_maximumchargestop2
96 - sound_maximumspeedland
97 - sound_maximumspeedstop
98 - sound_dash3
99 - mu_void
100 - sound_comboend
101 - sound_pizzacoin
102 - mu_rankloop
103 - sfx_combotitle1
104 - sound_pizzagot
105 - sound_points
106 - sound_supertaunt1
107 - sound_slaphit
108 - sound_slapswipe
109 - sound_slapswipe1
110 - sound_slapswipe2
111 - sound_step
112 - sound_step2
113 - sound_stomp
114 - sfx_thunderspawn
115 - sound_superjumpcharge1
116 - sound_superjumpcharge2
117 - sound_superjumprelease
118 - sound_suplex1
119 - sound_swordswing
120 - sound_tackleenemy
121 - mu_swamp_title
122 - sound_throw
123 - sound_toppingot
124 - sound_touchspike
125 - sound_treasuregot
126 - sound_land
127 - sound_taunt1
128 - sound_parry
129 - sfx_clutterhit
130 - sfx_combovoice4p
131 - sound_tumble
132 - sound_tumbleend
133 - sound_tumblestart
134 - mu_hubw1
135 - mu_waffle
136 - sfx_slip
137 - mu_steamy
138 - mu_steamyinner
139 - mu_escape
140 - sfx_combovoice7p
141 - mu_hubshop2
142 - sfx_dialogue1
143 - sfx_railgrind
144 - sfx_countdown
145 - sound_youfuckindick
146 - sound_dash4
147 - mu_mountain2
148 - sound_secretgot
149 - sfx_flip
150 - sfx_glassbreak
151 - sound_tauntpizzano1
152 - sound_mount
153 - mu_credits
154 - mu_martian_freezer
155 - sfx_bloop
156 - sfx_combovoice8n
157 - sound_door
158 - mu_what
159 - sfx_coneboykick
160 - mu_estate
161 - mu_timesup
162 - sound_tally
163 - sound_taunt3
164 - mu_pizzanothemetune
165 - sfx_frogDeathBig
166 - mu_steamysecret
167 - sound_punch2
168 - sound_superjumpcancel
169 - sound_punch3
170 - sfx_switchback
171 - sfx_whistle
172 - sound_train
173 - sfx_coneballspike
174 - sound_coneswitch1
175 - mu_title
176 - sfx_scream6
177 - sound_customdash1
178 - sfx_combovoice4n
179 - mu_wafflesecret
180 - sound_customdash2
181 - sound_confectihelp
182 - mu_ranka
183 - sfx_scream5
184 - mu_mineshaft2
185 - mu_sucrosesecret
186 - sound_box
187 - mu_mountain1
188 - sound_tauntpizzano4
189 - sfx_geyser
190 - sound_BITCH
191 - sfx_scream1
192 - sfx_meow
193 - sfx_combotitle3
194 - sfx_combovoice1n
195 - sfx_secretportalenter
196 - sound_tauntpizzano5
197 - mu_minessecret
198 - sound_tauntpizzano8
199 - sound_tauntpizzano3
200 - sfx_dialogueMartin
201 - sound_fireass
202 - sound_coneswitch2
203 - mu_mountainsecret
204 - mu_tutorial
205 - sfx_combotitle2
206 - mu_dance2_2
207 - sfx_combovoice7n
208 - sfx_combovoice1p
209 - sfx_combovoice8p
210 - sound_taunt4
211 - sound_taunt8
212 - sound_escapeclock
213 - sfx_coneball
214 - mu_pianosong
215 - mu_estatesecret
216 - mu_rankc
217 - sfx_socket
